gbifid	x	y	plant	eventdate	day	month	year
1104669412	43.99115	5.68069	lavender				
1104669385	43.99115	5.68069	lavender				
1104669342	43.99115	5.68069	lavender				
1104669315	43.99115	5.68069	lavender				
1104649766	43.99115	5.68069	lavender				
1104649756	43.99115	5.68069	lavender				
1104189846	43.99115	5.68069	lavender				
1104189845	43.99115	5.68069	lavender				
1104189835	43.99115	5.68069	lavender				
1104189792	43.99115	5.68069	lavender				
1104189775	43.99115	5.68069	lavender				
1104189759	43.99115	5.68069	lavender				
1104168960	43.99115	5.68069	lavender				
1104110060	43.99115	5.68069	lavender				
1104110049	43.99115	5.68069	lavender				
1104110024	43.99115	5.68069	lavender				
1104109982	43.99115	5.68069	lavender				
1103460163	43.99115	5.68069	lavender				
1103460053	43.99115	5.68069	lavender				
1103190120	43.99115	5.68069	lavender				
1103071566	43.99115	5.68069	lavender				
1102899559	43.99115	5.68069	lavender				
1102899501	43.99115	5.68069	lavender				
1102859312	43.99115	5.68069	lavender				
1102850058	43.99115	5.68069	lavender				
1102850052	43.99115	5.68069	lavender				
1102789980	43.99115	5.68069	lavender				
474682594	43.9929	3.6063	lavender				
1215026994	43.99414	5.5561	lavender				
1118251050	43.99414	5.5561	lavender				
1118221038	43.99414	5.5561	lavender				
1118221028	43.99414	5.5561	lavender				
1118221010	43.99414	5.5561	lavender				
1118201242	43.99414	5.5561	lavender				
1118018067	43.99414	5.5561	lavender				
1105842405	43.99414	5.5561	lavender				
1105842334	43.99414	5.5561	lavender				
1105839857	43.99414	5.5561	lavender				
1105839834	43.99414	5.5561	lavender				
1105839785	43.99414	5.5561	lavender				
1105826802	43.99414	5.5561	lavender				
1105826741	43.99414	5.5561	lavender				
1105826715	43.99414	5.5561	lavender				
1105440152	43.99414	5.5561	lavender				
1105440120	43.99414	5.5561	lavender				
1104808936	43.99414	5.5561	lavender				
1104808935	43.99414	5.5561	lavender				
1104796830	43.99414	5.5561	lavender				
1104796811	43.99414	5.5561	lavender				
1104796806	43.99414	5.5561	lavender				
1104796775	43.99414	5.5561	lavender				
1104796754	43.99414	5.5561	lavender				
1104749209	43.99414	5.5561	lavender				
1104749190	43.99414	5.5561	lavender				
1104740918	43.99414	5.5561	lavender				
1104740914	43.99414	5.5561	lavender				
1104740890	43.99414	5.5561	lavender				
1104729770	43.99414	5.5561	lavender				
1104729764	43.99414	5.5561	lavender				
1104729745	43.99414	5.5561	lavender				
1104729716	43.99414	5.5561	lavender				
1104729694	43.99414	5.5561	lavender				
1104729671	43.99414	5.5561	lavender				
1104729664	43.99414	5.5561	lavender				
1104729659	43.99414	5.5561	lavender				
1104710242	43.99414	5.5561	lavender				
1104669391	43.99414	5.5561	lavender				
1104640660	43.99414	5.5561	lavender				
1104640608	43.99414	5.5561	lavender				
1104640572	43.99414	5.5561	lavender				
1104640552	43.99414	5.5561	lavender				
1104629646	43.99414	5.5561	lavender				
1104620275	43.99414	5.5561	lavender				
1104581162	43.99414	5.5561	lavender				
1104189716	43.99414	5.5561	lavender				
1104189711	43.99414	5.5561	lavender				
1104189707	43.99414	5.5561	lavender				
1104189690	43.99414	5.5561	lavender				
1104159082	43.99414	5.5561	lavender				
1103798292	43.99414	5.5561	lavender				
1103798280	43.99414	5.5561	lavender				
1103529436	43.99414	5.5561	lavender				
1103529388	43.99414	5.5561	lavender				
1103529350	43.99414	5.5561	lavender				
1103529345	43.99414	5.5561	lavender				
1103529329	43.99414	5.5561	lavender				
1103460303	43.99414	5.5561	lavender				
1103460281	43.99414	5.5561	lavender				
1102920070	43.99414	5.5561	lavender				
1118590530	43.99698	5.43149	lavender				
1118280379	43.99698	5.43149	lavender				
1118280377	43.99698	5.43149	lavender				
1118280373	43.99698	5.43149	lavender				
1118280363	43.99698	5.43149	lavender				
1118280362	43.99698	5.43149	lavender				
1118280347	43.99698	5.43149	lavender				
1118280317	43.99698	5.43149	lavender				
1118280292	43.99698	5.43149	lavender				
1118270022	43.99698	5.43149	lavender				
1118269888	43.99698	5.43149	lavender				
1118269877	43.99698	5.43149	lavender				
1118269800	43.99698	5.43149	lavender				
1118227577	43.99698	5.43149	lavender				
1118227507	43.99698	5.43149	lavender				
1118219144	43.99698	5.43149	lavender				
1118219143	43.99698	5.43149	lavender				
1118219136	43.99698	5.43149	lavender				
1118219107	43.99698	5.43149	lavender				
1118219056	43.99698	5.43149	lavender				
1118210540	43.99698	5.43149	lavender				
1118210536	43.99698	5.43149	lavender				
1118210525	43.99698	5.43149	lavender				
1118210513	43.99698	5.43149	lavender				
1118210508	43.99698	5.43149	lavender				
1118210497	43.99698	5.43149	lavender				
1118210493	43.99698	5.43149	lavender				
1118210492	43.99698	5.43149	lavender				
1118210472	43.99698	5.43149	lavender				
1118190486	43.99698	5.43149	lavender				
1118190463	43.99698	5.43149	lavender				
1118190450	43.99698	5.43149	lavender				
1118190426	43.99698	5.43149	lavender				
1118190375	43.99698	5.43149	lavender				
1118190347	43.99698	5.43149	lavender				
1118190326	43.99698	5.43149	lavender				
1118190295	43.99698	5.43149	lavender				
1118190253	43.99698	5.43149	lavender				
1118170632	43.99698	5.43149	lavender				
1118170582	43.99698	5.43149	lavender				
1118170570	43.99698	5.43149	lavender				
1118148666	43.99698	5.43149	lavender				
1118148618	43.99698	5.43149	lavender				
1118148598	43.99698	5.43149	lavender				
1118148594	43.99698	5.43149	lavender				
1118138761	43.99698	5.43149	lavender				
1118088801	43.99698	5.43149	lavender				
1118067756	43.99698	5.43149	lavender				
1118067750	43.99698	5.43149	lavender				
1118067740	43.99698	5.43149	lavender				
1118067731	43.99698	5.43149	lavender				
1118067726	43.99698	5.43149	lavender				
1118067711	43.99698	5.43149	lavender				
1118067701	43.99698	5.43149	lavender				
1118067695	43.99698	5.43149	lavender				
1118067691	43.99698	5.43149	lavender				
1118067679	43.99698	5.43149	lavender				
1118060579	43.99698	5.43149	lavender				
1118060539	43.99698	5.43149	lavender				
1118060518	43.99698	5.43149	lavender				
1118018793	43.99698	5.43149	lavender				
1118018680	43.99698	5.43149	lavender				
1118018599	43.99698	5.43149	lavender				
1118307306	43.99968	5.30687	lavender				
1118307287	43.99968	5.30687	lavender				
1118273361	43.99968	5.30687	lavender				
1118248740	43.99968	5.30687	lavender				
1118248718	43.99968	5.30687	lavender				
1118248696	43.99968	5.30687	lavender				
1118248695	43.99968	5.30687	lavender				
1118248679	43.99968	5.30687	lavender				
1118226388	43.99968	5.30687	lavender				
1118226368	43.99968	5.30687	lavender				
1118226347	43.99968	5.30687	lavender				
1118226343	43.99968	5.30687	lavender				
1118212182	43.99968	5.30687	lavender				
1118208029	43.99968	5.30687	lavender				
1118208027	43.99968	5.30687	lavender				
1118208013	43.99968	5.30687	lavender				
1118207999	43.99968	5.30687	lavender				
1118207995	43.99968	5.30687	lavender				
1118207994	43.99968	5.30687	lavender				
1118207984	43.99968	5.30687	lavender				
1118207982	43.99968	5.30687	lavender				
1118207973	43.99968	5.30687	lavender				
1118207967	43.99968	5.30687	lavender				
1118207963	43.99968	5.30687	lavender				
1118207959	43.99968	5.30687	lavender				
1118207936	43.99968	5.30687	lavender				
1118207929	43.99968	5.30687	lavender				
1118189097	43.99968	5.30687	lavender				
1118159754	43.99968	5.30687	lavender				
1118147311	43.99968	5.30687	lavender				
1118123334	43.99968	5.30687	lavender				
1118123328	43.99968	5.30687	lavender				
1118108200	43.99968	5.30687	lavender				
1118108179	43.99968	5.30687	lavender				
1118108125	43.99968	5.30687	lavender				
1118108120	43.99968	5.30687	lavender				
1118066137	43.99968	5.30687	lavender				
1118066124	43.99968	5.30687	lavender				
1118066122	43.99968	5.30687	lavender				
1118066120	43.99968	5.30687	lavender				
1118066110	43.99968	5.30687	lavender				
1118066109	43.99968	5.30687	lavender				
1118066107	43.99968	5.30687	lavender				
1118066104	43.99968	5.30687	lavender				
1118066101	43.99968	5.30687	lavender				
1118066091	43.99968	5.30687	lavender				
1118066090	43.99968	5.30687	lavender				
1118066079	43.99968	5.30687	lavender				
1118042237	43.99968	5.30687	lavender				
1118042236	43.99968	5.30687	lavender				
474731200	44.00081	3.58561	lavender				
1118276684	44.00224	5.18224	lavender				
1118223863	44.00224	5.18224	lavender				
1118214985	44.00224	5.18224	lavender				
1118214952	44.00224	5.18224	lavender				
1118214938	44.00224	5.18224	lavender				
1118214921	44.00224	5.18224	lavender				
1118204213	44.00224	5.18224	lavender				
1118204201	44.00224	5.18224	lavender				
1118195958	44.00224	5.18224	lavender				
1118184585	44.00224	5.18224	lavender				
1118184542	44.00224	5.18224	lavender				
1118184539	44.00224	5.18224	lavender				
1118155505	44.00224	5.18224	lavender				
1118155487	44.00224	5.18224	lavender				
1118155438	44.00224	5.18224	lavender				
1118155367	44.00224	5.18224	lavender				
1118155284	44.00224	5.18224	lavender				
1118055761	44.00224	5.18224	lavender				
1118026929	44.00224	5.18224	lavender				
1118004741	44.00224	5.18224	lavender				
1118004731	44.00224	5.18224	lavender				
1118162641	44.00465	5.0576	lavender				
1118044261	44.00465	5.0576	lavender				
667585504	44.00489	3.57639	lavender				
1668766738	44.013744	7.447024	lavender				
1580135820	44.013744	7.447024	lavender				
1580135793	44.013744	7.447024	lavender				
1119223230	44.01397	7.67933	lavender				
1119203168	44.01397	7.67933	lavender				
1117303110	44.01397	7.67933	lavender				
1117292547	44.01397	7.67933	lavender				
1117292477	44.01397	7.67933	lavender				
1117232680	44.01397	7.67933	lavender				
1117232672	44.01397	7.67933	lavender				
1117232653	44.01397	7.67933	lavender				
1117223440	44.01397	7.67933	lavender				
1117223409	44.01397	7.67933	lavender				
1117223386	44.01397	7.67933	lavender				
1117223385	44.01397	7.67933	lavender				
1117223364	44.01397	7.67933	lavender				
1117223363	44.01397	7.67933	lavender				
1117223359	44.01397	7.67933	lavender				
1117223346	44.01397	7.67933	lavender				
1117223345	44.01397	7.67933	lavender				
1117223299	44.01397	7.67933	lavender				
1117153390	44.01397	7.67933	lavender				
1119236462	44.01923	7.55483	lavender				
1119165808	44.01923	7.55483	lavender				
1119155201	44.01923	7.55483	lavender				
1119155165	44.01923	7.55483	lavender				
1119155124	44.01923	7.55483	lavender				
1119154984	44.01923	7.55483	lavender				
1119102788	44.01923	7.55483	lavender				
1119095662	44.01923	7.55483	lavender				
1119095591	44.01923	7.55483	lavender				
1118295840	44.01923	7.55483	lavender				
1118295828	44.01923	7.55483	lavender				
1117394647	44.01923	7.55483	lavender				
1117394635	44.01923	7.55483	lavender				
1117394593	44.01923	7.55483	lavender				
1117305956	44.01923	7.55483	lavender				
1117305940	44.01923	7.55483	lavender				
1117305923	44.01923	7.55483	lavender				
1117305898	44.01923	7.55483	lavender				
1117305864	44.01923	7.55483	lavender				
1117305853	44.01923	7.55483	lavender				
1117305803	44.01923	7.55483	lavender				
1117305786	44.01923	7.55483	lavender				
1117305736	44.01923	7.55483	lavender				
1117305702	44.01923	7.55483	lavender				
1117305694	44.01923	7.55483	lavender				
1117305690	44.01923	7.55483	lavender				
1117305676	44.01923	7.55483	lavender				
1117305664	44.01923	7.55483	lavender				
1117305658	44.01923	7.55483	lavender				
1117305652	44.01923	7.55483	lavender				
1117305569	44.01923	7.55483	lavender				
1117305559	44.01923	7.55483	lavender				
1117305546	44.01923	7.55483	lavender				
1117305542	44.01923	7.55483	lavender				
1117305533	44.01923	7.55483	lavender				
1117256923	44.01923	7.55483	lavender				
1117224549	44.01923	7.55483	lavender				
1117224516	44.01923	7.55483	lavender				
1117224513	44.01923	7.55483	lavender				
1117224505	44.01923	7.55483	lavender				
1117224504	44.01923	7.55483	lavender				
1117215040	44.01923	7.55483	lavender				
1117215010	44.01923	7.55483	lavender				
1117158189	44.01923	7.55483	lavender				
1118495136	44.02	3.93544	lavender				
1118563007	44.021	3.81072	lavender				
1118562985	44.021	3.81072	lavender				
1118636531	44.02256	3.56128	lavender				
1118636496	44.02256	3.56128	lavender				
1119612944	44.02398	3.06237	lavender				
1119192291	44.02435	7.43031	lavender				
1119094024	44.02435	7.43031	lavender				
1119094004	44.02435	7.43031	lavender				
1119093975	44.02435	7.43031	lavender				
1118295103	44.02435	7.43031	lavender				
1117303801	44.02435	7.43031	lavender				
1117303753	44.02435	7.43031	lavender				
1117242691	44.02435	7.43031	lavender				
1117235478	44.02435	7.43031	lavender				
1117213292	44.02435	7.43031	lavender				
1117114448	44.02435	7.43031	lavender				
474951574	44.02632	5.93859	lavender				
1119191936	44.02932	7.30576	lavender				
1119162150	44.02932	7.30576	lavender				
1117399352	44.02932	7.30576	lavender				
1117382061	44.02932	7.30576	lavender				
1117235429	44.02932	7.30576	lavender				
1117195535	44.02932	7.30576	lavender				
1117195442	44.02932	7.30576	lavender				
1117187254	44.02932	7.30576	lavender				
1117187241	44.02932	7.30576	lavender				
1119212276	44.03416	7.18119	lavender				
1119199656	44.03416	7.18119	lavender				
1119160313	44.03416	7.18119	lavender				
1119121744	44.03416	7.18119	lavender				
1117390901	44.03416	7.18119	lavender				
1117390832	44.03416	7.18119	lavender				
1117300517	44.03416	7.18119	lavender				
1117209860	44.03416	7.18119	lavender				
1117209832	44.03416	7.18119	lavender				
1117209808	44.03416	7.18119	lavender				
1117209793	44.03416	7.18119	lavender				
1117209787	44.03416	7.18119	lavender				
1117209778	44.03416	7.18119	lavender				
1117209770	44.03416	7.18119	lavender				
1117209748	44.03416	7.18119	lavender				
1117209746	44.03416	7.18119	lavender				
1117209684	44.03416	7.18119	lavender				
1117209632	44.03416	7.18119	lavender				
1117200278	44.03416	7.18119	lavender				
1117200242	44.03416	7.18119	lavender				
1117200241	44.03416	7.18119	lavender				
1117200218	44.03416	7.18119	lavender				
1117188778	44.03416	7.18119	lavender				
1117119795	44.03416	7.18119	lavender				
1305607189	44.03715	6.56314	lavender				
1119203896	44.03885	7.0566	lavender				
1119203882	44.03885	7.0566	lavender				
1119203877	44.03885	7.0566	lavender				
1119203876	44.03885	7.0566	lavender				
1119203874	44.03885	7.0566	lavender				
1119203873	44.03885	7.0566	lavender				
1119203870	44.03885	7.0566	lavender				
1119203868	44.03885	7.0566	lavender				
1119203867	44.03885	7.0566	lavender				
1119203866	44.03885	7.0566	lavender				
1119203865	44.03885	7.0566	lavender				
1119203863	44.03885	7.0566	lavender				
1119203856	44.03885	7.0566	lavender				
1119203847	44.03885	7.0566	lavender				
1119203846	44.03885	7.0566	lavender				
1118345707	44.03885	7.0566	lavender				
617592972	44.04	-6.5	lavender				
1837470199	44.041038	7.747456	lavender				
367104056	44.0416	7.56886	lavender				
1119249281	44.0434	6.932	lavender				
1119249265	44.0434	6.932	lavender				
1119210992	44.0434	6.932	lavender				
1119113800	44.0434	6.932	lavender				
1118359979	44.0434	6.932	lavender				
1118359953	44.0434	6.932	lavender				
1118342755	44.0434	6.932	lavender				
1118342754	44.0434	6.932	lavender				
1117302436	44.0434	6.932	lavender				
1117261661	44.0434	6.932	lavender				
1117250713	44.0434	6.932	lavender				
1117240997	44.0434	6.932	lavender				
1117240993	44.0434	6.932	lavender				
1117240944	44.0434	6.932	lavender				
1117192920	44.0434	6.932	lavender				
474952201	44.04429	2.7422	lavender				
1119250486	44.04781	6.80737	lavender				
1119250480	44.04781	6.80737	lavender				
1119250476	44.04781	6.80737	lavender				
1119250462	44.04781	6.80737	lavender				
1119250443	44.04781	6.80737	lavender				
1119161853	44.04781	6.80737	lavender				
1119113473	44.04781	6.80737	lavender				
1118372488	44.04781	6.80737	lavender				
1118371205	44.04781	6.80737	lavender				
1118361037	44.04781	6.80737	lavender				
1118361023	44.04781	6.80737	lavender				
1118361005	44.04781	6.80737	lavender				
1118360998	44.04781	6.80737	lavender				
1118360992	44.04781	6.80737	lavender				
1118360979	44.04781	6.80737	lavender				
1118360941	44.04781	6.80737	lavender				
1118343247	44.04781	6.80737	lavender				
1117301634	44.04781	6.80737	lavender				
1117301617	44.04781	6.80737	lavender				
1117251297	44.04781	6.80737	lavender				
1117251289	44.04781	6.80737	lavender				
1117251278	44.04781	6.80737	lavender				
1117251270	44.04781	6.80737	lavender				
1117241685	44.04781	6.80737	lavender				
1117193318	44.04781	6.80737	lavender				
1117151409	44.04781	6.80737	lavender				
1117151361	44.04781	6.80737	lavender				
1117121058	44.04781	6.80737	lavender				
1117121021	44.04781	6.80737	lavender				
1117121010	44.04781	6.80737	lavender				
1117121009	44.04781	6.80737	lavender				
1117120996	44.04781	6.80737	lavender				
1117110956	44.04781	6.80737	lavender				
1117110933	44.04781	6.80737	lavender				
1105843468	44.04781	6.80737	lavender				
1105843416	44.04781	6.80737	lavender				
1105561510	44.04781	6.80737	lavender				
1105561430	44.04781	6.80737	lavender				
1105510001	44.04781	6.80737	lavender				
1105509974	44.04781	6.80737	lavender				
1105509959	44.04781	6.80737	lavender				
1105509836	44.04781	6.80737	lavender				
1105509821	44.04781	6.80737	lavender				
1104701261	44.04781	6.80737	lavender				
1104701126	44.04781	6.80737	lavender				
1104602583	44.04781	6.80737	lavender				
1104602561	44.04781	6.80737	lavender				
1104602547	44.04781	6.80737	lavender				
1103670722	44.04781	6.80737	lavender				
617593014	44.05	-6.75	lavender				
616556654	44.05	-7	lavender				
616556587	44.05	-7	lavender				
616556501	44.05	-6.87	lavender				
616556311	44.05	-6.75	lavender				
616556249	44.05	-7.12	lavender				
616556193	44.05	-7.12	lavender				
474855336	44.05206	3.11806	lavender				
1105915197	44.05208	6.68272	lavender				
1105845478	44.05208	6.68272	lavender				
1105845451	44.05208	6.68272	lavender				
1105845437	44.05208	6.68272	lavender				
1105845434	44.05208	6.68272	lavender				
1105845427	44.05208	6.68272	lavender				
1105845425	44.05208	6.68272	lavender				
1105845369	44.05208	6.68272	lavender				
1105845358	44.05208	6.68272	lavender				
1105845328	44.05208	6.68272	lavender				
1105713120	44.05208	6.68272	lavender				
1105713085	44.05208	6.68272	lavender				
1105667119	44.05208	6.68272	lavender				
1105667111	44.05208	6.68272	lavender				
1105666985	44.05208	6.68272	lavender				
1105634527	44.05208	6.68272	lavender				
1105634479	44.05208	6.68272	lavender				
1105554651	44.05208	6.68272	lavender				
1105526508	44.05208	6.68272	lavender				
1105514989	44.05208	6.68272	lavender				
1105514980	44.05208	6.68272	lavender				
1105514978	44.05208	6.68272	lavender				
1105514951	44.05208	6.68272	lavender				
1105514931	44.05208	6.68272	lavender				
1105514930	44.05208	6.68272	lavender				
1105514925	44.05208	6.68272	lavender				
1105514922	44.05208	6.68272	lavender				
1105514921	44.05208	6.68272	lavender				
1105514914	44.05208	6.68272	lavender				
1105514912	44.05208	6.68272	lavender				
1105514892	44.05208	6.68272	lavender				
1105514868	44.05208	6.68272	lavender				
1105454075	44.05208	6.68272	lavender				
1105454045	44.05208	6.68272	lavender				
1105454025	44.05208	6.68272	lavender				
1105453999	44.05208	6.68272	lavender				
1105453895	44.05208	6.68272	lavender				
1105453882	44.05208	6.68272	lavender				
1105453872	44.05208	6.68272	lavender				
1105453827	44.05208	6.68272	lavender				
1105453733	44.05208	6.68272	lavender				
1105453685	44.05208	6.68272	lavender				
1105453647	44.05208	6.68272	lavender				
1105423997	44.05208	6.68272	lavender				
1105423985	44.05208	6.68272	lavender				
1105423976	44.05208	6.68272	lavender				
1105423967	44.05208	6.68272	lavender				
1105423965	44.05208	6.68272	lavender				
1105423929	44.05208	6.68272	lavender				
1105423925	44.05208	6.68272	lavender				
1105423903	44.05208	6.68272	lavender				
1105423900	44.05208	6.68272	lavender				
1105423879	44.05208	6.68272	lavender				
1105423866	44.05208	6.68272	lavender				
1105423864	44.05208	6.68272	lavender				
1105423801	44.05208	6.68272	lavender				
1105423757	44.05208	6.68272	lavender				
1105372971	44.05208	6.68272	lavender				
1105372878	44.05208	6.68272	lavender				
1105372858	44.05208	6.68272	lavender				
1105372856	44.05208	6.68272	lavender				
1105372831	44.05208	6.68272	lavender				
1105372814	44.05208	6.68272	lavender				
1105372784	44.05208	6.68272	lavender				
1105372767	44.05208	6.68272	lavender				
1105372751	44.05208	6.68272	lavender				
1105372735	44.05208	6.68272	lavender				
1105372726	44.05208	6.68272	lavender				
1105372710	44.05208	6.68272	lavender				
1105372686	44.05208	6.68272	lavender				
1105285998	44.05208	6.68272	lavender				
1105285960	44.05208	6.68272	lavender				
1105285943	44.05208	6.68272	lavender				
1105285931	44.05208	6.68272	lavender				
1105285881	44.05208	6.68272	lavender				
1105285880	44.05208	6.68272	lavender				
1105285878	44.05208	6.68272	lavender				
1105285831	44.05208	6.68272	lavender				
1105285803	44.05208	6.68272	lavender				
1105285781	44.05208	6.68272	lavender				
1105285748	44.05208	6.68272	lavender				
1105285744	44.05208	6.68272	lavender				
1105285612	44.05208	6.68272	lavender				
1105143723	44.05208	6.68272	lavender				
1105083390	44.05208	6.68272	lavender				
1104726152	44.05208	6.68272	lavender				
1104692116	44.05208	6.68272	lavender				
1103574139	44.05208	6.68272	lavender				
1103033764	44.05208	6.68272	lavender				
1103033718	44.05208	6.68272	lavender				
1103033717	44.05208	6.68272	lavender				
1103033664	44.05208	6.68272	lavender				
1102832237	44.05208	6.68272	lavender				
1102774338	44.05208	6.68272	lavender				
1105918974	44.0562	6.55805	lavender				
1105918969	44.0562	6.55805	lavender				
1105849030	44.0562	6.55805	lavender				
1105849009	44.0562	6.55805	lavender				
1105849008	44.0562	6.55805	lavender				
1105848993	44.0562	6.55805	lavender				
1105848981	44.0562	6.55805	lavender				
1105809496	44.0562	6.55805	lavender				
1105770678	44.0562	6.55805	lavender				
1105720244	44.0562	6.55805	lavender				
1105720206	44.0562	6.55805	lavender				
1105720186	44.0562	6.55805	lavender				
1105720159	44.0562	6.55805	lavender				
1105720137	44.0562	6.55805	lavender				
1105720133	44.0562	6.55805	lavender				
1105720101	44.0562	6.55805	lavender				
1105680724	44.0562	6.55805	lavender				
1105670394	44.0562	6.55805	lavender				
1105670311	44.0562	6.55805	lavender				
1105670288	44.0562	6.55805	lavender				
1105670251	44.0562	6.55805	lavender				
1105670244	44.0562	6.55805	lavender				
1105670211	44.0562	6.55805	lavender				
1105629261	44.0562	6.55805	lavender				
1105477787	44.0562	6.55805	lavender				
1105458668	44.0562	6.55805	lavender				
1105458650	44.0562	6.55805	lavender				
1105458631	44.0562	6.55805	lavender				
1105458626	44.0562	6.55805	lavender				
1105458598	44.0562	6.55805	lavender				
1105458586	44.0562	6.55805	lavender				
1105458583	44.0562	6.55805	lavender				
1105458570	44.0562	6.55805	lavender				
1105458539	44.0562	6.55805	lavender				
1105458521	44.0562	6.55805	lavender				
1105458497	44.0562	6.55805	lavender				
1105458484	44.0562	6.55805	lavender				
1105458440	44.0562	6.55805	lavender				
1105439280	44.0562	6.55805	lavender				
1105439241	44.0562	6.55805	lavender				
1105439226	44.0562	6.55805	lavender				
1105427415	44.0562	6.55805	lavender				
1105427388	44.0562	6.55805	lavender				
1105427384	44.0562	6.55805	lavender				
1105427370	44.0562	6.55805	lavender				
1105427354	44.0562	6.55805	lavender				
1105427338	44.0562	6.55805	lavender				
1105427336	44.0562	6.55805	lavender				
1105427326	44.0562	6.55805	lavender				
1105427316	44.0562	6.55805	lavender				
1105427310	44.0562	6.55805	lavender				
1105427306	44.0562	6.55805	lavender				
1105427298	44.0562	6.55805	lavender				
1105427297	44.0562	6.55805	lavender				
1105427288	44.0562	6.55805	lavender				
1105427285	44.0562	6.55805	lavender				
1105427278	44.0562	6.55805	lavender				
1105427258	44.0562	6.55805	lavender				
1105427240	44.0562	6.55805	lavender				
1105427233	44.0562	6.55805	lavender				
1105427230	44.0562	6.55805	lavender				
1105427227	44.0562	6.55805	lavender				
1105427216	44.0562	6.55805	lavender				
1105427206	44.0562	6.55805	lavender				
1105427199	44.0562	6.55805	lavender				
1105427188	44.0562	6.55805	lavender				
1105427181	44.0562	6.55805	lavender				
1105427173	44.0562	6.55805	lavender				
1105427165	44.0562	6.55805	lavender				
1105427161	44.0562	6.55805	lavender				
1105427160	44.0562	6.55805	lavender				
1105427149	44.0562	6.55805	lavender				
1105427125	44.0562	6.55805	lavender				
1105427096	44.0562	6.55805	lavender				
1105427082	44.0562	6.55805	lavender				
1105379423	44.0562	6.55805	lavender				
1105379419	44.0562	6.55805	lavender				
1105379418	44.0562	6.55805	lavender				
1105379414	44.0562	6.55805	lavender				
1105379392	44.0562	6.55805	lavender				
1105379390	44.0562	6.55805	lavender				
1105379377	44.0562	6.55805	lavender				
1105379339	44.0562	6.55805	lavender				
1105379299	44.0562	6.55805	lavender				
1105379276	44.0562	6.55805	lavender				
1105379266	44.0562	6.55805	lavender				
1105379244	44.0562	6.55805	lavender				
1105379230	44.0562	6.55805	lavender				
1105379213	44.0562	6.55805	lavender				
1105379205	44.0562	6.55805	lavender				
1105379177	44.0562	6.55805	lavender				
1105150360	44.0562	6.55805	lavender				
1105150327	44.0562	6.55805	lavender				
1105082885	44.0562	6.55805	lavender				
1105082844	44.0562	6.55805	lavender				
1105082800	44.0562	6.55805	lavender				
1105082766	44.0562	6.55805	lavender				
1104989479	44.0562	6.55805	lavender				
1104685932	44.0562	6.55805	lavender				
1104685869	44.0562	6.55805	lavender				
1104685854	44.0562	6.55805	lavender				
1104639871	44.0562	6.55805	lavender				
1104627710	44.0562	6.55805	lavender				
1104627658	44.0562	6.55805	lavender				
1104627650	44.0562	6.55805	lavender				
1104627642	44.0562	6.55805	lavender				
1104627629	44.0562	6.55805	lavender				
1104539782	44.0562	6.55805	lavender				
1104539730	44.0562	6.55805	lavender				
1104539699	44.0562	6.55805	lavender				
1104539682	44.0562	6.55805	lavender				
1104286000	44.0562	6.55805	lavender				
1104285993	44.0562	6.55805	lavender				
1104285978	44.0562	6.55805	lavender				
1104285968	44.0562	6.55805	lavender				
1104285957	44.0562	6.55805	lavender				
1104285956	44.0562	6.55805	lavender				
1104285950	44.0562	6.55805	lavender				
1104285948	44.0562	6.55805	lavender				
1104285936	44.0562	6.55805	lavender				
1104285935	44.0562	6.55805	lavender				
1104285929	44.0562	6.55805	lavender				
1104285925	44.0562	6.55805	lavender				
1104285920	44.0562	6.55805	lavender				
1104285918	44.0562	6.55805	lavender				
1104285917	44.0562	6.55805	lavender				
1104285916	44.0562	6.55805	lavender				
1104285914	44.0562	6.55805	lavender				
1104285902	44.0562	6.55805	lavender				
1104285898	44.0562	6.55805	lavender				
1104285896	44.0562	6.55805	lavender				
1104285864	44.0562	6.55805	lavender				
1104277575	44.0562	6.55805	lavender				
1104277524	44.0562	6.55805	lavender				
1104277081	44.0562	6.55805	lavender				
1104277053	44.0562	6.55805	lavender				
1104277043	44.0562	6.55805	lavender				
1104277039	44.0562	6.55805	lavender				
1104277025	44.0562	6.55805	lavender				
1104277022	44.0562	6.55805	lavender				
1104277015	44.0562	6.55805	lavender				
1104277003	44.0562	6.55805	lavender				
1104107991	44.0562	6.55805	lavender				
1104009404	44.0562	6.55805	lavender				
1103668688	44.0562	6.55805	lavender				
1103668678	44.0562	6.55805	lavender				
1103668649	44.0562	6.55805	lavender				
1103647550	44.0562	6.55805	lavender				
1103038954	44.0562	6.55805	lavender				
1103038921	44.0562	6.55805	lavender				
1102936542	44.0562	6.55805	lavender				
1102936239	44.0562	6.55805	lavender				
1102936221	44.0562	6.55805	lavender				
1102936185	44.0562	6.55805	lavender				
1102936180	44.0562	6.55805	lavender				
1102936173	44.0562	6.55805	lavender				
1102936165	44.0562	6.55805	lavender				
1102936149	44.0562	6.55805	lavender				
1102936133	44.0562	6.55805	lavender				
1102926651	44.0562	6.55805	lavender				
1102926617	44.0562	6.55805	lavender				
1102926581	44.0562	6.55805	lavender				
1102926563	44.0562	6.55805	lavender				
1102926562	44.0562	6.55805	lavender				
1102926559	44.0562	6.55805	lavender				
1102926558	44.0562	6.55805	lavender				
1102926549	44.0562	6.55805	lavender				
1102926519	44.0562	6.55805	lavender				
1102926504	44.0562	6.55805	lavender				
1102926472	44.0562	6.55805	lavender				
