gbifid	x	y	plant	eventdate	day	month	year
218535841	40.3088495458	-0.3911413206	sage				
218535847	40.3088496475	-0.3811411198	sage				
1502022300	40.31	-0.35	sage	1987-06-06T02:00Z	6	6	1987
1502021045	40.31	-0.35	sage	1987-05-31T02:00Z	31	5	1987
1501842128	40.31	-0.35	sage	1985-01-01T01:00Z			1985
1501831562	40.31	-0.27	sage	2014-06-13T02:00Z	13	6	2014
1501558268	40.31	0.01	sage	2012-04-13T02:00Z	13	4	2012
1501558250	40.31	-0.35	sage	2012-05-01T02:00Z	1	5	2012
1501396968	40.31	0.01	sage	2011-06-11T02:00Z	11	6	2011
1500893024	40.31	0.005	sage	2002-01-01T01:00Z			2002
1500892692	40.31	0.005	sage	2002-01-01T01:00Z			2002
1500437810	40.31	-0.35	sage	1980-06-03T02:00Z	3	6	1980
1500432319	40.31	-0.33	sage	1996-06-16T02:00Z	16	6	1996
895313450	40.31	-0.35	sage	1987-06-06T02:00Z	6	6	1987
895264063	40.31	-0.35	sage	1987-05-31T02:00Z	31	5	1987
895210094	40.311	-0.393	sage	1988-05-27T02:00Z	27	5	1988
923264967	40.316334	-1.018639	sage	2010-07-04T02:00Z	4	7	2010
1142771402	40.3188429066	-1.0611548884	sage				
218537238	40.3188429066	-1.0611548884	sage				
218537225	40.3188429066	-1.0611548884	sage				
218537206	40.3188429066	-1.0611548884	sage				
218537196	40.3188429066	-1.0611548884	sage				
1142573134	40.3188441369	-0.9411524985	sage				
218537207	40.3188441369	-0.9411524985	sage				
218537197	40.3188441369	-0.9411524985	sage				
1839072691	40.319172	21.708059	sage	2012-05-29T02:00Z	29	5	2012
1501832260	40.32	-0.27	sage	2014-06-13T02:00Z	13	6	2014
1142567729	40.3288173927	-3.5312033698	sage				
1143164148	40.3288186592	-3.411201063	sage				
1142771378	40.3288186592	-3.411201063	sage				
1142584485	40.3288186592	-3.411201063	sage				
218534961	40.3288186592	-3.411201063	sage				
218534960	40.3288186592	-3.411201063	sage				
218534957	40.3288186592	-3.411201063	sage				
218534952	40.3288186592	-3.411201063	sage				
218534948	40.3288186592	-3.411201063	sage				
218534946	40.3288186592	-3.411201063	sage				
218534934	40.3288186592	-3.411201063	sage				
218534928	40.3288186592	-3.411201063	sage				
218534951	40.3388201269	-3.2911989319	sage				
218534935	40.3388201269	-3.2911989319	sage				
218534975	40.338821285	-3.1811968096	sage				
1143251845	40.3388239117	-2.9311919734	sage				
218537296	40.338825065	-2.8211898398	sage				
218536076	40.338825065	-2.8211898398	sage				
1142583620	40.3388262169	-2.7111877027	sage				
218535945	40.3388492485	-0.4811436484	sage				
618279836	40.34	-0.29	sage				
617281227	40.34	-0.29	sage				
1501558269	40.35	-0.29	sage	2012-03-24T01:00Z	24	3	2012
618279947	40.35	-0.52	sage				
618278040	40.35	-0.4	sage				
618059247	40.35	-0.76	sage				
617312582	40.35	-0.76	sage				
617312541	40.35	-0.76	sage				
617312503	40.35	-0.76	sage				
617279245	40.35	-0.4	sage				
617279164	40.35	-0.4	sage				
617278971	40.35	-0.4	sage				
617278923	40.35	-0.4	sage				
231007388	40.35	-1.83333	sage				
1839073137	40.35833	23.93889	sage	2003-04-21T02:00Z	21	4	2003
1212185516	40.358333	23.938889	sage	2003-04-21T02:00Z	21	4	2003
218535956	40.3588503745	-0.4111425912	sage				
218535832	40.3588515954	-0.291140179	sage				
1501785614	40.36	-0.26	sage	2016-07-19T02:00Z	19	7	2016
1501785231	40.36	-0.27	sage	2016-07-19T02:00Z	19	7	2016
1501784892	40.36	-0.28	sage	2016-07-05T02:00Z	5	7	2016
616989396	40.36	-1.11	sage				
616701337	40.36	-4.76	sage				
218535940	40.3688506831	-0.4011425644	sage				
218535831	40.3688506831	-0.4011425644	sage				
218535839	40.3688507849	-0.3911423635	sage				
218535963	40.368851904	-0.2811401516	sage				
218535955	40.368851904	-0.2811401516	sage				
1501785441	40.37	-0.27	sage	2016-07-05T02:00Z	5	7	2016
1501785092	40.37	-0.28	sage	2016-07-05T02:00Z	5	7	2016
618498494	40.37	-1.58	sage				
618498465	40.37	-1.58	sage				
618497903	40.37	-1.46	sage				
618497897	40.37	-1.46	sage				
618497461	40.37	-1.58	sage				
618496415	40.37	-1.46	sage				
618300797	40.37	-3.58	sage				
618299837	40.37	-3.58	sage				
618297850	40.37	-3.47	sage				
617491912	40.37	-1.58	sage				
617491890	40.37	-1.58	sage				
617491862	40.37	-1.58	sage				
617240580	40.37	-1.93	sage				
218535846	40.3788505844	-0.4311433411	sage				
218535942	40.37885089	-0.4011427384	sage				
218535947	40.3788511954	-0.3711421355	sage				
218535946	40.3788512972	-0.3611419345	sage				
218535840	40.3788512972	-0.3611419345	sage				
218535833	40.378851399	-0.3511417335	sage				
218535835	40.378852111	-0.2811403254	sage				
218535834	40.3788522127	-0.2711401241	sage				
1502152132	40.38	-0.28	sage	2010-05-15T02:00Z	15	5	2010
1501076038	40.38	-0.24	sage	1992-09-06T02:00Z	6	9	1992
618297866	40.38	-3.35	sage				
618297628	40.38	-3.23	sage				
617301417	40.38	-3.35	sage				
1502152080	40.39	-0.29	sage	2010-05-15T02:00Z	15	5	2010
1142573381	40.3988482427	-0.7011491037	sage				
218537237	40.3988482427	-0.7011491037	sage				
218536082	40.3988482427	-0.7011491037	sage				
218535941	40.3988522202	-0.311141277	sage				
1501078374	40.4	-0.08	sage	1996-01-28T01:00Z	28	1	1996
1500477216	40.4	-0.35	sage	1992-01-01T01:00Z			1992
1500449997	40.4	-0.08	sage	1996-01-28T01:00Z	28	1	1996
1234474116	40.4	-1.5	sage	1979-07-14T01:00Z	14	7	1979
895152827	40.4	-1.5	sage	1979-07-14T01:00Z	14	7	1979
218537236	40.4088423948	-1.2911610415	sage				
218537218	40.4088423948	-1.2911610415	sage				
218536825	40.4088423948	-1.2911610415	sage				
1142568218	40.4088447603	-1.0611564674	sage				
1142990082	40.4088459919	-0.9411540751	sage				
1839073277	40.410278	22.57444	sage	2009-05-01T02:00Z	1	5	2009
1265474572	40.4118	-1.501682	sage	2013-08-22T02:00Z	22	8	2013
1143164172	40.4188166781	-3.7712096013	sage				
218534980	40.4188166781	-3.7712096013	sage				
1143164684	40.4188179495	-3.6512073006	sage				
218534982	40.4188192191	-3.5312049958	sage				
218537227	40.4188401253	-1.5311659758	sage				
1501842302	40.42	-0.29	sage	1992-01-01T01:00Z			1992
1501476518	40.42	-0.28	sage	2014-07-21T02:00Z	21	7	2014
1501476379	40.42	-0.29	sage	2014-07-21T02:00Z	21	7	2014
1500477628	40.42	-0.3	sage	1992-01-01T01:00Z			1992
218534938	40.4288206907	-3.4112028676	sage				
218534981	40.4288219571	-3.2912005542	sage				
218534937	40.4288219571	-3.2912005542	sage				
218537298	40.4288243796	-3.0611961085	sage				
218535838	40.4288525369	-0.3411424032	sage				
1501757666	40.43	-0.31	sage	2016-07-07T02:00Z	7	7	2016
1501476337	40.43	-0.34	sage	2014-07-21T02:00Z	21	7	2014
1501476041	40.43	-0.33	sage	2014-07-16T02:00Z	16	7	2014
1501475512	40.43	-0.31	sage	2014-06-25T02:00Z	25	6	2014
1501450279	40.43	-0.1	sage	2013-05-08T02:00Z	8	5	2013
1501078983	40.43	-0.3	sage	1997-07-22T02:00Z	22	7	1997
1500477682	40.43	-0.3	sage	1992-01-01T01:00Z			1992
1500477660	40.43	-0.31	sage	1992-01-01T01:00Z			1992
1500477627	40.43	-0.28	sage	1992-01-01T01:00Z			1992
1500477593	40.43	-0.29	sage	1992-01-01T01:00Z			1992
218535958	40.4388526426	-0.3511427788	sage				
1845039951	40.44	-3.63	sage	2017-05-08T02:00Z	8	5	2017
1502188112	40.44	-0.34	sage	2010-06-13T02:00Z	13	6	2010
1501757546	40.44	-0.3	sage	2016-07-07T02:00Z	7	7	2016
1501475873	40.44	-0.32	sage	2014-07-16T02:00Z	16	7	2014
1501475294	40.44	-0.31	sage	2014-06-25T02:00Z	25	6	2014
1501362453	40.44	-0.05	sage	2012-05-16T02:00Z	16	5	2012
1501018282	40.44	-0.3	sage	2007-02-27T01:00Z	27	2	2007
1500477624	40.44	-0.28	sage	1992-01-01T01:00Z			1992
1500437293	40.44	-0.3	sage	2005-03-31T02:00Z	31	3	2005
618279434	40.44	-0.52	sage				
618279406	40.44	-0.4	sage				
618277860	40.44	-0.4	sage				
618277841	40.44	-0.4	sage				
617281123	40.44	-0.4	sage				
617280926	40.44	-0.4	sage				
617280889	40.44	-0.4	sage				
617280447	40.44	-0.4	sage				
617279208	40.44	-0.4	sage				
617278861	40.44	-0.4	sage				
617278839	40.44	-0.4	sage				
617275854	40.44	-0.4	sage				
617275829	40.44	-0.4	sage				
218535837	40.4488526465	-0.3711433556	sage				
218535944	40.448852952	-0.341142752	sage				
218535878	40.448852952	-0.341142752	sage				
1502188213	40.45	-0.34	sage	2010-06-13T02:00Z	13	6	2010
1502160430	40.45	-0.14	sage	1993-12-04T01:00Z	4	12	1993
1501475758	40.45	-0.31	sage	2014-07-16T02:00Z	16	7	2014
1501475601	40.45	-0.31	sage	2014-06-25T02:00Z	25	6	2014
1501362448	40.45	-0.05	sage	2012-05-16T02:00Z	16	5	2012
1501362432	40.45	-0.14	sage	1993-12-04T01:00Z	4	12	1993
1501076383	40.45	-0.14	sage	1993-12-04T01:00Z	4	12	1993
1501075544	40.45	-0.32	sage	1991-07-20T02:00Z	20	7	1991
1500655819	40.45	-0.29	sage	2006-08-09T02:00Z	9	8	2006
1500477663	40.45	-0.3	sage	1992-01-01T01:00Z			1992
218535843	40.4588529561	-0.361143329	sage				
218535836	40.4588530579	-0.3511431278	sage				
218535844	40.4588531598	-0.3411429266	sage				
218535938	40.4588534653	-0.3111423226	sage				
218535879	40.4588534653	-0.3111423226	sage				
218535842	40.4588534653	-0.3111423226	sage				
1502334017	40.46	-0.11	sage	2003-06-10T02:00Z	10	6	2003
1502188099	40.46	-0.32	sage	2010-06-13T02:00Z	13	6	2010
1501589250	40.46	-0.12	sage	2013-02-21T01:00Z	21	2	2013
1501362438	40.46	-0.05	sage	2012-05-16T02:00Z	16	5	2012
1501148944	40.46	-0.12	sage	2010-10-08T02:00Z	8	10	2010
1501133506	40.46	-0.32	sage	2009-06-26T02:00Z	26	6	2009
1500989727	40.46	-0.32	sage	2006-08-19T02:00Z	19	8	2006
1500935386	40.46	-0.12	sage	2006-10-13T02:00Z	13	10	2006
1500672162	40.46	-0.11	sage	2006-03-16T01:00Z	16	3	2006
1500672114	40.46	-0.11	sage	2006-03-16T01:00Z	16	3	2006
1500431798	40.46	-0.15	sage	1996-06-13T02:00Z	13	6	1996
618468440	40.46	-2.29	sage				
617471983	40.46	-2.41	sage				
895234444	40.4633	-0.118	sage	2003-04-10T02:00Z	10	4	2003
218535939	40.468853062	-0.3711437049	sage				
218535954	40.4688531639	-0.3611435037	sage				
218535936	40.4688531639	-0.3611435037	sage				
218535953	40.4688535713	-0.3211426985	sage				
218535845	40.4688535713	-0.3211426985	sage				
1501148912	40.47	-0.12	sage	2010-10-08T02:00Z	8	10	2010
618307706	40.47	-3	sage				
618306060	40.47	-3.35	sage				
618297697	40.47	-3.23	sage				
617301377	40.47	-3.35	sage				
617301363	40.47	-3.35	sage				
218535848	40.4788535755	-0.3411432758	sage				
218535937	40.4788537793	-0.3211428732	sage				
1502031182	40.48	-0.11	sage	1993-07-11T02:00Z	11	7	1993
1500701496	40.48	-0.23	sage	1989-05-28T02:00Z	28	5	1989
1500701486	40.48	-0.23	sage	1989-05-28T02:00Z	28	5	1989
1500440285	40.48	-0.11	sage	1993-12-04T01:00Z	4	12	1993
895283356	40.48	-0.11	sage	1993-07-11T02:00Z	11	7	1993
895191408	40.48	-0.23	sage	1989-05-28T02:00Z	28	5	1989
895191386	40.48	-0.23	sage	1989-05-28T02:00Z	28	5	1989
1143229271	40.4888607826	0.3488705054	sage				
1143221363	40.4888607826	0.3488705054	sage				
1143209702	40.4888607826	0.3488705054	sage				
895242586	40.49	-0.35	sage				
1142573130	40.498846725	-1.0511578528	sage				
1265474592	40.5	-1.43	sage	2013-08-22T02:00Z	22	8	2013
218534413	40.5088347133	-2.2311813695	sage				
218534427	40.5088359638	-2.1111790137	sage				
218534940	40.5188236899	-3.3012023758	sage				
218534977	40.5188249562	-3.1812000563	sage				
218534932	40.5188249562	-3.1812000563	sage				
218536083	40.5188274835	-2.941195405	sage				
1142843033	40.5188300039	-2.7011907372	sage				
1142841460	40.5188300039	-2.7011907372	sage				
1142841448	40.5188300039	-2.7011907372	sage				
1142841447	40.5188300039	-2.7011907372	sage				
1142841435	40.5188300039	-2.7011907372	sage				
1142841445	40.5188311567	-2.5911885923	sage				
1502243356	40.52	-0.06	sage	2011-07-10T02:00Z	10	7	2011
616660870	40.52	0.04	sage				
218535880	40.5288542089	-0.3811449557	sage				
1501689916	40.53	-0.2	sage	2013-06-01T02:00Z	1	6	2013
1501568527	40.53	-0.23	sage	2015-05-06T02:00Z	6	5	2015
1501149765	40.53	-0.23	sage	2006-12-05T01:00Z	5	12	2006
618275102	40.53	-0.4	sage				
617281248	40.53	-0.4	sage				
617279114	40.53	-0.52	sage				
617275876	40.53	-0.4	sage				
218535943	40.5388539073	-0.4311461372	sage				
1501689956	40.54	-0.2	sage	2013-06-01T02:00Z	1	6	2013
1501689943	40.54	-0.23	sage	2013-06-01T02:00Z	1	6	2013
1501568449	40.54	-0.24	sage	2015-05-06T02:00Z	6	5	2015
1501568274	40.54	-0.23	sage	2015-05-06T02:00Z	6	5	2015
1501566189	40.54	-0.19	sage	2015-05-04T02:00Z	4	5	2015
1501565849	40.54	-0.23	sage	2015-05-04T02:00Z	4	5	2015
1265474582	40.54	-1.65	sage	2009-09-06T02:00Z	6	9	2009
1265474562	40.54	-1.64	sage	2008-08-05T02:00Z	5	8	2008
30566850	40.54	-4.13	sage				
1501689955	40.55	-0.23	sage	2013-06-01T02:00Z	1	6	2013
1501689952	40.55	-0.21	sage	2013-06-01T02:00Z	1	6	2013
1501568219	40.55	-0.23	sage	2015-05-06T02:00Z	6	5	2015
1501565853	40.55	-0.23	sage	2015-05-04T02:00Z	4	5	2015
218535964	40.5588558542	-0.2811434664	sage				
1502161381	40.56	-0.24	sage	1988-06-25T02:00Z	25	6	1988
1501785952	40.56	-0.26	sage	2015-05-15T02:00Z	15	5	2015
1501570131	40.56	-0.23	sage	2015-05-06T02:00Z	6	5	2015
1501570067	40.56	-0.24	sage	2015-05-06T02:00Z	6	5	2015
1501569806	40.56	-0.24	sage	2015-05-06T02:00Z	6	5	2015
1501569758	40.56	-0.24	sage	2015-05-06T02:00Z	6	5	2015
1501567985	40.56	-0.24	sage	2015-05-05T02:00Z	5	5	2015
1501567613	40.56	-0.26	sage	2015-05-05T02:00Z	5	5	2015
1501449695	40.56	-0.24	sage	2003-07-09T02:00Z	9	7	2003
1501445631	40.56	-0.23	sage	2004-09-15T02:00Z	15	9	2004
1501075185	40.56	-0.24	sage	1988-06-25T02:00Z	25	6	1988
1500647821	40.56	-0.23	sage	2006-05-24T02:00Z	24	5	2006
1500479275	40.56	-0.24	sage	1997-12-04T01:00Z	4	12	1997
618393469	40.56	-3	sage				
618151878	40.56	-3	sage				
617190541	40.56	-3	sage				
1434645582	40.569	-0.242	sage				
1502027730	40.57	-0.22	sage	1988-06-25T02:00Z	25	6	1988
1501572189	40.57	-0.26	sage	2015-05-07T02:00Z	7	5	2015
1501568782	40.57	-0.21	sage	2015-05-06T02:00Z	6	5	2015
1501568045	40.57	-0.24	sage	2015-05-05T02:00Z	5	5	2015
1501012209	40.57	0.08	sage	1998-05-13T02:00Z	13	5	1998
1501012183	40.57	0.08	sage	1998-05-13T02:00Z	13	5	1998
895261609	40.57	-0.22	sage	1988-06-25T02:00Z	25	6	1988
895246678	40.57	0.11	sage	1992-08-12T02:00Z	12	8	1992
1501572268	40.58	-0.26	sage	2015-05-07T02:00Z	7	5	2015
1501569146	40.58	-0.26	sage	2015-05-06T02:00Z	6	5	2015
1501568567	40.58	-0.25	sage	2015-05-05T02:00Z	5	5	2015
1501568506	40.58	-0.24	sage	2015-05-05T02:00Z	5	5	2015
1501078368	40.58	0.04	sage	1996-05-10T02:00Z	10	5	1996
1500707721	40.58	0.08	sage	2006-08-02T02:00Z	2	8	2006
1500481155	40.58	0.07	sage	1999-01-30T01:00Z	30	1	1999
1500479821	40.58	0.08	sage	1998-05-13T02:00Z	13	5	1998
1500440838	40.58	-0.34	sage	1988-06-25T02:00Z	25	6	1988
1500429782	40.58	0.04	sage	1996-05-10T02:00Z	10	5	1996
231011860	40.5833	-1.9	sage				
218535881	40.5888564812	-0.2811439922	sage				
1501569147	40.59	-0.26	sage	2015-05-06T02:00Z	6	5	2015
1501568550	40.59	-0.25	sage	2015-05-05T02:00Z	5	5	2015
1500429803	40.59	0.04	sage	1996-05-10T02:00Z	10	5	1996
1142841708	40.5988340621	-2.4711876876	sage				
1142841452	40.5988340621	-2.4711876876	sage				
1142841718	40.5988353175	-2.3511853377	sage				
1142841465	40.5988353175	-2.3511853377	sage				
1142841432	40.5988353175	-2.3511853377	sage				
218534414	40.598837823	-2.1111806256	sage				
1142841454	40.598838969	-2.0011784604	sage				
1502192185	40.6	-0.33	sage	2010-08-29T02:00Z	29	8	2010
1502191204	40.6	-0.32	sage	2010-08-29T02:00Z	29	8	2010
1501569751	40.6	-0.22	sage	2015-05-05T02:00Z	5	5	2015
1500697211	40.6	0.004	sage	1988-06-02T02:00Z	2	6	1988
1500481254	40.6	0.004	sage	1999-01-31T01:00Z	31	1	1999
1265474571	40.6044	-1.8203	sage	2012-08-21T02:00Z	21	8	2012
1142814688	40.60882807	-3.0611993632	sage				
1142843030	40.6088318573	-2.7011923609	sage				
1142841478	40.6088330114	-2.5911902139	sage				
1142841476	40.6088330114	-2.5911902139	sage				
1142841450	40.6088330114	-2.5911902139	sage				
1142841446	40.6088330114	-2.5911902139	sage				
1502164328	40.61	-0.33	sage	1988-06-25T02:00Z	25	6	1988
1502151241	40.61	-0.32	sage	2010-08-29T02:00Z	29	8	2010
1501075152	40.61	-0.33	sage	1988-06-25T02:00Z	25	6	1988
1263901479	40.61	0.16	sage				
1263901433	40.61	0.16	sage				
1263901179	40.61	0.27	sage				
616975243	40.61	-0.16	sage				
616975132	40.61	-0.16	sage				
1265474593	40.617575	-1.643243	sage	2012-08-18T02:00Z	18	8	2012
1501018645	40.62	0.15	sage	2007-01-07T01:00Z	7	1	2007
1263901130	40.62	0.51	sage				
1050610754	40.62	12.63	sage	1992-05-29T02:00Z	29	5	1992
172298361	40.625034	22.972547	sage	2008-06-12T02:00Z	12	6	2008
1501018609	40.63	0.15	sage	2007-01-07T01:00Z	7	1	2007
1501221485	40.64	0.08	sage	2012-05-29T02:00Z	29	5	2012
1501786116	40.65	-0.25	sage	2015-04-25T02:00Z	25	4	2015
1501786058	40.65	-0.26	sage	2015-04-25T02:00Z	25	4	2015
1501362387	40.65	0.03	sage	1983-07-02T02:00Z	2	7	1983
1501074049	40.65	0.03	sage	1983-07-02T02:00Z	2	7	1983
1500433224	40.65	-0.26	sage	1996-07-06T02:00Z	6	7	1996
617404816	40.65	-3	sage				
1143221624	40.6588630318	0.2188649057	sage				
1143221617	40.6588630318	0.2188649057	sage				
1143176495	40.6588647529	0.3888683643	sage				
1500701506	40.66	-0.22	sage	1989-05-28T02:00Z	28	5	1989
1500698007	40.66	0.1	sage	1988-07-07T02:00Z	7	7	1988
1500439087	40.66	-0.22	sage	1981-06-09T02:00Z	9	6	1981
895191413	40.66	-0.22	sage	1989-05-28T02:00Z	28	5	1989
1143126072	40.6688563193	-0.4611490272	sage				
1143126064	40.6688575454	-0.3411466084	sage				
1143221623	40.6688644577	0.3388671718	sage				
1143221621	40.6688644577	0.3388671718	sage				
1143199179	40.6688644577	0.3388671718	sage				
1143221358	40.6688656713	0.4588696164	sage				
1501362456	40.67	-0.19	sage	2008-04-13T02:00Z	13	4	2008
1500696913	40.67	-0.34	sage	1989-07-01T02:00Z	1	7	1989
895253921	40.67	-0.57	sage	1986-06-10T02:00Z	10	6	1986
895191372	40.67	-0.34	sage	1989-07-01T02:00Z	1	7	1989
1501564640	40.68	0.16	sage	2005-10-03T02:00Z	3	10	2005
1501491995	40.68	0.01	sage	2006-08-01T02:00Z	1	8	2006
1501491764	40.68	0	sage	2004-06-24T02:00Z	24	6	2004
1501362472	40.68	-0.02	sage	1996-04-26T02:00Z	26	4	1996
1501362445	40.68	-0.19	sage	2008-04-13T02:00Z	13	4	2008
1501362426	40.68	-0.07	sage	2005-03-25T01:00Z	25	3	2005
1501362418	40.68	0.11	sage	1999-06-08T02:00Z	8	6	1999
1501091509	40.68	-0.19	sage	2008-04-13T02:00Z	13	4	2008
1501087475	40.68	-0.07	sage	2005-03-25T01:00Z	25	3	2005
1501079315	40.68	0.11	sage	1999-06-08T02:00Z	8	6	1999
1501078420	40.68	-0.02	sage	1996-04-26T02:00Z	26	4	1996
1500442981	40.68	-0.02	sage	1996-04-26T02:00Z	26	4	1996
1500433223	40.68	-0.17	sage	1996-07-06T02:00Z	6	7	1996
1500429054	40.68	-0.02	sage	1996-04-26T02:00Z	26	4	1996
1142841732	40.6888371822	-2.3511869602	sage				
1501564629	40.69	0.16	sage	2005-10-03T02:00Z	3	10	2005
1501362439	40.69	-0.21	sage	1981-06-09T02:00Z	9	6	1981
218536079	40.6988286601	-3.1812033279	sage				
1142759515	40.6988299274	-3.0612009998	sage				
218537295	40.6988299274	-3.0612009998	sage				
1142771397	40.6988348743	-2.5911918417	sage				
218537311	40.6988348743	-2.5911918417	sage				
1501362463	40.7	-0.01	sage	1996-04-26T02:00Z	26	4	1996
1501078287	40.7	-0.01	sage	1996-04-26T02:00Z	26	4	1996
1500443086	40.7	-0.01	sage	1996-04-26T02:00Z	26	4	1996
1264599894	40.7	0.15	sage				
1263901530	40.7	0.15	sage				
1263901482	40.7	0.15	sage				
1263901478	40.7	0.27	sage				
1263901452	40.7	0.39	sage				
1263901450	40.7	0.15	sage				
1263901446	40.7	0.15	sage				
1263901437	40.7	0.27	sage				
1263901430	40.7	0.27	sage				
1263901311	40.7	0.27	sage				
1263901297	40.7	0.15	sage				
1263901208	40.7	0.15	sage				
1263901192	40.7	0.15	sage				
1263901168	40.7	0.15	sage				
1263901126	40.7	0.15	sage				
1263901110	40.7	0.15	sage				
1263901107	40.7	0.27	sage				
1263901104	40.7	0.15	sage				
1263901090	40.7	0.27	sage				
1263901072	40.7	0.15	sage				
1263901067	40.7	0.27	sage				
30567121	40.7	-1.95	sage	1995-06-20T02:00Z	20	6	1995
30566909	40.7	-1.95	sage	1995-06-20T02:00Z	20	6	1995
1502235035	40.71	-0.12	sage	2011-05-15T02:00Z	15	5	2011
1501362460	40.71	-0.07	sage	1988-06-26T02:00Z	26	6	1988
1501362399	40.71	0.17	sage	1999-06-08T02:00Z	8	6	1999
1501362394	40.71	0.11	sage	1990-05-05T02:00Z	5	5	1990
1501079397	40.71	0.17	sage	1999-06-08T02:00Z	8	6	1999
1501075500	40.71	0.11	sage	1990-05-05T02:00Z	5	5	1990
1501075171	40.71	-0.07	sage	1988-06-26T02:00Z	26	6	1988
1500893355	40.71	0.2	sage	2003-01-01T01:00Z			2003
1263901526	40.71	0.51	sage				
617601992	40.71	-0.75	sage				
318120954	40.71	-0.16	sage	2004-05-31T02:00Z	31	5	2004
318120171	40.71	-1.95	sage	1995-06-20T02:00Z	20	6	1995
617864226	40.72	-0.98	sage				
617864204	40.72	-0.98	sage				
1501786614	40.73	-0.16	sage	2015-06-26T02:00Z	26	6	2015
1501362451	40.73	-0.17	sage	2008-04-13T02:00Z	13	4	2008
1501362396	40.73	0.01	sage	2005-03-25T01:00Z	25	3	2005
1501087424	40.73	0.01	sage	2005-03-25T01:00Z	25	3	2005
617301316	40.73	-3.59	sage				
1501942268	40.74	-0.1	sage	2010-07-09T02:00Z	9	7	2010
1501362450	40.74	-0.17	sage	2008-04-13T02:00Z	13	4	2008
1501091549	40.74	-0.17	sage	2008-04-13T02:00Z	13	4	2008
1500481021	40.74	-0.21	sage	1998-11-05T01:00Z	5	11	1998
1500472762	40.74	-0.18	sage	1995-01-01T01:00Z			1995
1500453413	40.74	-0.18	sage	1997-06-14T02:00Z	14	6	1997
617672271	40.74	-3.11	sage				
617672254	40.74	-3.11	sage				
617404839	40.74	-2.88	sage				
616843990	40.74	-3.11	sage				
616843980	40.74	-3.11	sage				
142929494	40.740002	-2.05	sage				
1580339942	40.742096	24.77927	sage	2017-05-11T02:00Z	11	5	2017
1502032006	40.75	-0.22	sage	1997-06-14T02:00Z	14	6	1997
1501362467	40.75	-0.16	sage	2008-04-13T02:00Z	13	4	2008
1500701472	40.75	-0.22	sage	1989-05-28T02:00Z	28	5	1989
1500698403	40.75	0.22	sage	1989-07-10T02:00Z	10	7	1989
1500440731	40.75	0.1	sage	1990-05-05T02:00Z	5	5	1990
1500440595	40.75	-0.1	sage	1988-06-26T02:00Z	26	6	1988
895191444	40.75	0.22	sage	1989-07-10T02:00Z	10	7	1989
895141835	40.75	-0.22	sage	1997-06-14T02:00Z	14	6	1997
136567193	40.75	46.5667	sage				
1143126089	40.7588583135	-0.4511504158	sage				
1143126053	40.7588595407	-0.3311479943	sage				
1143229280	40.7588662566	0.328865394	sage				
1143223494	40.7588662566	0.328865394	sage				
1143221341	40.7588674716	0.4488678408	sage				
1143229290	40.7588686846	0.5688702915	sage				
1143226114	40.7588686846	0.5688702915	sage				
1143221664	40.7588686846	0.5688702915	sage				
1501786523	40.76	-0.17	sage	2015-05-07T02:00Z	7	5	2015
1501362429	40.76	-0.15	sage	2008-04-13T02:00Z	13	4	2008
997594351	40.77	-3.63	sage	2006-04-30T02:00Z	30	4	2006
218535161	40.7788266068	-3.5312115622	sage				
218534978	40.7788266068	-3.5312115622	sage				
1142841455	40.7788390551	-2.3511885889	sage				
1142843015	40.7788403114	-2.2311862303	sage				
218537226	40.7788477083	-1.5211721919	sage				
218537235	40.7788489522	-1.4011698053	sage				
860335019	40.78	-2.11	sage	1992-09-08T02:00Z	8	9	1992
1571057371	40.784427	-73.926155	sage	2015-06-26T11:45Z	26	6	2015
218537310	40.788831793	-3.0612026428	sage				
218537309	40.7888343252	-2.8211979697	sage				
1143221648	40.7888673985	0.3788658873	sage				
1845047675	40.79	-2.55	sage	2014-05-08T02:00Z	8	5	2014
1501362457	40.79	-0.15	sage	2008-04-13T02:00Z	13	4	2008
1263901510	40.79	0.27	sage				
1263901480	40.79	0.27	sage				
1263901477	40.79	0.27	sage				
1263901467	40.79	0.27	sage				
1263901451	40.79	0.27	sage				
1263901440	40.79	0.15	sage				
1263901401	40.79	0.39	sage				
1263901315	40.79	0.27	sage				
1263901283	40.79	0.15	sage				
1263901229	40.79	0.27	sage				
1263901220	40.79	0.27	sage				
1263901200	40.79	0.15	sage				
1263901196	40.79	0.15	sage				
1263901185	40.79	0.27	sage				
1263901176	40.79	0.27	sage				
1263901158	40.79	0.27	sage				
1263901157	40.79	0.15	sage				
1263901119	40.79	0.27	sage				
1263901112	40.79	0.27	sage				
1263901111	40.79	0.27	sage				
1263901106	40.79	0.27	sage				
1263901099	40.79	0.27	sage				
1263901096	40.79	0.27	sage				
1263901092	40.79	0.27	sage				
1263901079	40.79	0.27	sage				
1050625022	40.79	0.2	sage	1996-06-20T02:00Z	20	6	1996
997639281	40.79	-2.61	sage	1996-05-25T02:00Z	25	5	1996
895234256	40.79	-0.944	sage	2013-07-02T02:00Z	2	7	2013
30567441	40.79	0.2	sage	1996-06-20T02:00Z	20	6	1996
214394987	40.790001	0.2	sage				
895166484	40.793	0.209	sage	1996-06-20T02:00Z	20	6	1996
1143222309	40.7988676104	0.3788657119	sage				
1143221660	40.7988676104	0.3788657119	sage				
1263901505	40.8	0.5	sage				
